paper_id,journal_short,openalex_work_id,journal,work_type,publication_year,publication_date,volume,issue,title,doi,cited_by_count,citation_percentile,keywords,keyword_count,openalex_topics,topic_count,primary_topic,primary_topic_count,author_count,author_names,author_ids,institution_names,num_institutions,total_valid_chars,proof_chars,proof_density,display_chars,display_density,math_density
AOS_2024_0224,AOS,https://openalex.org/W4392591462,The Annals of Statistics,article,2024,2024-02-01,52.0,1.0,Testing for independence in high dimensions based on empirical copulas,https://doi.org/10.1214/23-aos2348,2,78.21226300000001,Copula (linguistics) | Econometrics | Independence (probability theory) | Mathematics | Statistics,5,Bayesian Methods and Mixture Models | Distributed Sensor Networks and Detection Algorithms | Statistical Methods and Inference,3,Statistical Methods and Inference,1,2,Axel Bücher | Cambyse Pakzad,https://openalex.org/A5031857876 | https://openalex.org/A5070890199,Centre Inria de l'Université Grenoble Alpes | Centre National de la Recherche Scientifique | Institut polytechnique de Grenoble | Laboratoire Jean Kuntzmann | Ruhr University Bochum | Université Grenoble Alpes,6,203724,81353,0.3993,91107,0.4472,0.8465374722663996
AOS_2024_0225,AOS,https://openalex.org/W4401499871,The Annals of Statistics,article,2024,2024-06-01,52.0,3.0,Spectral regularized kernel two-sample tests,https://doi.org/10.1214/24-aos2383,2,73.42060000000001,Algorithm | Applied mathematics | Artificial intelligence | Combinatorics | Computer science | Covariance | Hellinger distance | Hilbert space | Kernel (algebra) | Mathematical analysis | Mathematical optimization | Mathematics | Minimax | Nonparametric statistics | Regularization (linguistics) | Reproducing kernel Hilbert space | Statistics,17,Probabilistic and Robust Engineering Design | Sparse and Compressive Sensing Techniques | Statistical Methods and Inference,3,Statistical Methods and Inference,1,3,Omar Hagrass | Bharath K. Sriperumbudur | Bing Li,https://openalex.org/A5044557986 | https://openalex.org/A5109582233 | https://openalex.org/A5112530402,Pennsylvania State University,1,230022,62187,0.2704,65421,0.2844,0.5547643268904714
AOS_2024_0226,AOS,https://openalex.org/W4405602875,The Annals of Statistics,article,2024,2024-12-01,52.0,6.0,Noisy recovery from random linear observations: Sharp minimax rates under elliptical constraints,https://doi.org/10.1214/24-aos2446,2,68.390311,Applied mathematics | Mathematical optimization | Mathematics | Minimax,4,Financial Risk and Volatility Modeling | Image and Signal Denoising Methods | Statistical Methods and Inference,3,Image and Signal Denoising Methods,1,3,Reese Pathak | Martin J. Wainwright | Lin Xiao,https://openalex.org/A5003737567 | https://openalex.org/A5038379562 | https://openalex.org/A5081758689,"Massachusetts Institute of Technology | University of California, Berkeley",2,206518,12047,0.0583,49772,0.241,0.2993395248840295
AOS_2023_0227,AOS,https://openalex.org/W3193759629,The Annals of Statistics,article,2023,2023-04-01,51.0,2.0,On singular values of data matrices with general independent columns,https://doi.org/10.1214/23-aos2263,1,57.39877,Applied mathematics | Mathematics,2,Bayesian Methods and Mixture Models | Random Matrices and Applications | advanced mathematical theories,3,Random Matrices and Applications,1,3,Tianxing Mei | Chen Wang | Jianfeng Yao,https://openalex.org/A5020070326 | https://openalex.org/A5100337687 | https://openalex.org/A5016617068,"Chinese University of Hong Kong, Shenzhen | University of Hong Kong",2,143735,13769,0.0958,33293,0.2316,0.3274219918600202
AOS_2026_0228,AOS,https://openalex.org/W4385006499,The Annals of Statistics,preprint,2026,2026-02-01,54.0,1.0,Change point estimation for a stochastic heat equation,https://doi.org/10.1214/25-aos2567,1,0.054915,Applied mathematics | Constant (computer programming) | Estimator | Heat equation | Mathematical analysis | Mathematics | Nabla symbol | Omega | Partial differential equation | Physics | Piecewise | Statistics | Thermal diffusivity | Thermodynamics,14,Mathematical Biology Tumor Growth | Statistical Methods and Inference | Stochastic processes and financial applications,3,Mathematical Biology Tumor Growth,1,3,Markus Reiß | Claudia Strauch | Lukas Trottner,https://openalex.org/A5103548289 | https://openalex.org/A5066646082 | https://openalex.org/A5084112373,Heidelberg University | Humboldt-Universität zu Berlin | University of Stuttgart,3,188200,117365,0.6236,87160,0.4631,1.0867428267800212
AOS_2025_0230,AOS,https://openalex.org/W4398192204,The Annals of Statistics,preprint,2025,2025-08-01,53.0,4.0,The high-dimensional asymptotics of principal component regression,https://doi.org/10.1214/25-aos2532,1,88.735023,Component (thermodynamics) | Econometrics | Geography | Mathematics | Physics | Principal component analysis | Principal component regression | Regression | Statistics,9,Advanced Data Processing Techniques | Fault Detection and Control Systems | Neural Networks and Applications,3,Neural Networks and Applications,1,2,Alden Green | Elad Romanov,https://openalex.org/A5008840317 | https://openalex.org/A5039600520,Stanford University,1,230721,103887,0.4503,76173,0.3302,0.7804231084296618
AOS_2024_0232,AOS,https://openalex.org/W4403142669,The Annals of Statistics,article,2024,2024-08-01,52.0,4.0,Optimal estimation of Schatten norms of a rectangular matrix,https://doi.org/10.1214/24-aos2374,1,74.180812,Applied mathematics | Economics | Estimation | Materials science | Mathematics | Matrix (chemical analysis) | Statistics,7,Matrix Theory and Algorithms | Numerical methods in inverse problems | Point processes and geometric inequalities,3,Point processes and geometric inequalities,1,2,Solène Thépaut | Nicolas Verzélen,https://openalex.org/A5058490030 | https://openalex.org/A5054772316,"Institut National de Recherche pour l'Agriculture, l'Alimentation et l'Environnement | Mathématiques, Informatique et Statistique pour l'Environnement et l'Agronomie | Safran (France) | Safran Electronics (Canada) | Université de Montpellier",5,250992,138940,0.5536,35429,0.1412,0.6947193536048958
AOS_2024_0233,AOS,https://openalex.org/W4404603081,The Annals of Statistics,article,2024,2024-10-01,52.0,5.0,A conformal test of linear models via permutation-augmented regressions,https://doi.org/10.1214/24-aos2421,1,76.651671,Biology | Conformal map | Econometrics | Linear regression | Mathematical analysis | Mathematics | Paleontology | Permutation (music) | Physics | Resampling | Statistics | Test (biology),12,Bayesian Methods and Mixture Models | Statistical Methods and Inference | Statistical Methods in Clinical Trials,3,Statistical Methods and Inference,1,1,Leying Guan,https://openalex.org/A5004224053,Yale University,1,71837,7959,0.1108,6525,0.0908,0.2016231190055264
AOS_2026_0234,AOS,https://openalex.org/W4405094812,The Annals of Statistics,preprint,2026,2026-02-01,54.0,1.0,Information theoretic limits of robust sub-Gaussian mean estimation under star-shaped constraints,https://doi.org/10.1214/25-aos2576,1,0.724786,Computer science | Economics | Estimation | Gaussian | Mathematical analysis | Mathematics | Physics | Quantum mechanics | Star (game theory) | Statistical physics,10,Advanced Statistical Methods and Models | Advanced Statistical Process Monitoring | Fault Detection and Control Systems,3,Advanced Statistical Methods and Models,1,2,Akshay Prasadan | Matey Neykov,https://openalex.org/A5093734267 | https://openalex.org/A5065273453,Carnegie Mellon University | Science North,2,307098,202411,0.6591,59576,0.194,0.8531055233182893
AOS_2024_0235,AOS,https://openalex.org/W4405603098,The Annals of Statistics,article,2024,2024-12-01,52.0,6.0,Statistical inference for four-regime segmented regression models,https://doi.org/10.1214/24-aos2417,1,77.581762,Artificial intelligence | Computer science | Econometrics | Inference | Machine learning | Mathematics | Regression | Regression analysis | Statistical inference | Statistical model | Statistics,11,Advanced Statistical Methods and Models | Monetary Policy and Economic Impact | Statistical Methods and Inference,3,Statistical Methods and Inference,1,2,Yan Han | Song Xi Chen,https://openalex.org/A5100681256 | https://openalex.org/A5006321255,Peking University | Tsinghua University,2,124840,3823,0.0306,9237,0.074,0.10461390579942326
AOS_2025_0238,AOS,https://openalex.org/W4409975317,The Annals of Statistics,article,2025,2025-04-01,53.0,2.0,Sparse anomaly detection across referentials: A rank-based higher criticism approach,https://doi.org/10.1214/24-aos2477,1,89.87673099999999,Anomaly (physics) | Anomaly detection | Art | Artificial intelligence | Combinatorics | Computer science | Criticism | Literature | Mathematics | Physics | Rank (graph theory),11,Anomaly Detection Techniques and Applications | Data-Driven Disease Surveillance | Network Security and Intrusion Detection,3,Anomaly Detection Techniques and Applications,1,3,Ivo V. Stoepker | Rui M. Castro | Ery Arias-Castro,https://openalex.org/A5062432269 | https://openalex.org/A5101555643 | https://openalex.org/A5064365898,Eindhoven University of Technology,1,198856,4133,0.0208,38786,0.195,0.21582954499738505
AOS_2025_0239,AOS,https://openalex.org/W4409975336,The Annals of Statistics,article,2025,2025-04-01,53.0,2.0,Residual permutation test for regression coefficient testing,https://doi.org/10.1214/24-aos2479,1,86.143099,Algorithm | Computer science | Geology | Mathematics | Permutation (music) | Physics | Programming language | Regression | Regression analysis | Regression testing | Residual | Statistics | Test (biology),13,Advanced Statistical Methods and Models | Statistical Methods and Inference | Statistical Methods in Clinical Trials,3,Advanced Statistical Methods and Models,1,3,Kaiyue Wen | Tengyao Wang | Yuhao Wang,https://openalex.org/A5037501856 | https://openalex.org/A5068716388 | https://openalex.org/A5100370103,London School of Economics and Political Science | Stanford University | Tsinghua University,3,214816,100179,0.4663,58376,0.2717,0.7380967898108148
AOS_2025_0241,AOS,https://openalex.org/W4411707271,The Annals of Statistics,article,2025,2025-06-01,53.0,3.0,Testing stationarity and change point detection in reinforcement learning,https://doi.org/10.1214/25-aos2501,1,86.02164,Artificial intelligence | Change detection | Computer science | Econometrics | Geometry | Mathematics | Point (geometry) | Psychology | Reinforcement | Reinforcement learning | Social psychology,11,Control Systems and Identification | Innovation Diffusion and Forecasting,2,Innovation Diffusion and Forecasting,1,4,Mengbing Li | Chengchun Shi | Zhenke Wu | Piotr Fryźlewicz,https://openalex.org/A5081246207 | https://openalex.org/A5025970743 | https://openalex.org/A5034218648 | https://openalex.org/A5000478383,London School of Economics and Political Science | University of Michigan–Ann Arbor,2,222180,4332,0.0195,43083,0.1939,0.2134080475290305
AOS_2025_0242,AOS,https://openalex.org/W4411707359,The Annals of Statistics,article,2025,2025-06-01,53.0,3.0,Strong approximations for empirical processes indexed by Lipschitz functions,https://doi.org/10.1214/25-aos2500,1,88.138125,Applied mathematics | Econometrics | Economics | Lipschitz continuity | Mathematical analysis | Mathematical economics | Mathematics,7,Risk and Portfolio Optimization | Statistical and numerical algorithms | Stochastic processes and financial applications,3,Stochastic processes and financial applications,1,2,Matias D. Cattaneo | Rong Yu,https://openalex.org/A5018060531 | https://openalex.org/A5051498051,Princeton University,1,469917,43983,0.0936,127021,0.2703,0.36390256151618267
AOS_2025_0243,AOS,https://openalex.org/W4414341587,The Annals of Statistics,article,2025,2025-08-01,53.0,4.0,Reinforcement learning for individual optimal policy from heterogeneous data,https://doi.org/10.1214/25-aos2512,1,90.656534,Focus (optics) | Markov decision process | Markov process | Multi-armed bandit | Offline learning | Online and offline | Q-learning | Regret | Reinforcement learning,9,Reinforcement Learning in Robotics,1,Reinforcement Learning in Robotics,1,3,By Rui Miao | Babak Shahbaba | Annie Qu,https://openalex.org/A5119672804 | https://openalex.org/A5007134352 | https://openalex.org/A5029794342,"National Heart Lung and Blood Institute | University of California, Irvine",2,121068,29227,0.2414,24022,0.1984,0.43982720454620544
AOS_2025_0244,AOS,https://openalex.org/W4416063860,The Annals of Statistics,article,2025,2025-10-01,53.0,5.0,Trimmed sample means for robust uniform mean estimation and regression,https://doi.org/10.1214/25-aos2536,1,90.788361,Least trimmed squares | Linear regression | Regression | Regression analysis | Robust regression | Sample (material) | Truncated mean,7,Advanced Statistical Methods and Models | Statistical Methods and Bayesian Inference | Survey Sampling and Estimation Techniques,3,Advanced Statistical Methods and Models,1,2,Roberto I. Oliveira | Lucas H. G. Resende,https://openalex.org/A5080155657 | https://openalex.org/A5078078362,Instituto Nacional de Matemática Pura e Aplicada | École Nationale de la Statistique et de l'Administration Économique,2,143669,48170,0.3353,31947,0.2224,0.5576498757560782
AOS_2025_0245,AOS,https://openalex.org/W4416063861,The Annals of Statistics,article,2025,2025-10-01,53.0,5.0,Yurinskii’s coupling for martingales,https://doi.org/10.1214/25-aos2538,1,93.220629,Central limit theorem | Coupling (piping) | Gaussian | Limit (mathematics) | Martingale (probability theory) | Random variable | Verifiable secret sharing,7,Bayesian Methods and Mixture Models | Markov Chains and Monte Carlo Methods | Statistical Methods and Inference,3,Markov Chains and Monte Carlo Methods,1,3,Matias D. Cattaneo | Ricardo Masini | William G. Underwood,https://openalex.org/A5018060531 | https://openalex.org/A5066109013 | https://openalex.org/A5006494070,"Princeton University | University of California, Davis | University of Cambridge",3,212391,23148,0.109,68809,0.324,0.43296090700641743
AOS_2025_0246,AOS,https://openalex.org/W4416063873,The Annals of Statistics,article,2025,2025-10-01,53.0,5.0,Causality pursuit from heterogeneous environments via neural adversarial invariance learning,https://doi.org/10.1214/25-aos2541,1,93.040469,Adversarial system | Artificial neural network | Causality (physics) | Deep learning | Key (lock) | Perspective (graphical),6,Advanced Neural Network Applications | Adversarial Robustness in Machine Learning | Generative Adversarial Networks and Image Synthesis,3,Adversarial Robustness in Machine Learning,1,4,Yihong Gu | Cong Fang | Peter Bühlmann | Jianqing Fan,https://openalex.org/A5002504458 | https://openalex.org/A5008843158 | https://openalex.org/A5033240072 | https://openalex.org/A5053226275,ETH Zurich | King University | Peking University | Princeton University,4,460046,87051,0.1892,153964,0.3347,0.5238932628476283
AOS_2023_0247,AOS,https://openalex.org/W2914572355,The Annals of Statistics,article,2023,2023-12-01,51.0,6.0,"Projective, sparse and learnable latent position network models",https://doi.org/10.1214/23-aos2340,2,39.674073,Algorithm | Artificial intelligence | Computer science | Consistency (knowledge bases) | Discrete mathematics | Graph | Independent and identically distributed random variables | Inference | Latent variable | Latent variable model | Mathematics | Node (physics) | Point process | Poisson point process | Position (finance) | Random variable | Sequence (biology) | Statistics | Theoretical computer science,19,Complex Network Analysis Techniques | Statistical Methods and Bayesian Inference | Statistical Methods and Inference,3,Complex Network Analysis Techniques,1,2,Neil A. Spencer | Cosma Rohilla Shalizi,https://openalex.org/A5062273236 | https://openalex.org/A5082953212,Carnegie Mellon University | University of Connecticut,2,155110,67398,0.4345,35669,0.23,0.6644768228998775
AOS_2023_0248,AOS,https://openalex.org/W3035108355,The Annals of Statistics,article,2023,2023-04-01,51.0,2.0,Learning sparse graphons and the generalized Kesten–Stigum threshold,https://doi.org/10.1214/23-aos2262,2,50.623883000000006,Algorithm | Combinatorics | Degree (music) | Eigenvalues and eigenvectors | Graph | Homogeneous | Mathematics | Metric (unit) | Physics | Projection (relational algebra) | Rank (graph theory) | Statistical physics,12,Advanced Graph Neural Networks | Complexity and Algorithms in Graphs | Graph theory and applications,3,Advanced Graph Neural Networks,1,3,Emmanuel Abbé | Shuangping Li | Allan Sly,https://openalex.org/A5055776312 | https://openalex.org/A5067198518 | https://openalex.org/A5076570918,"Czech Academy of Sciences, Institute of Mathematics | Institute of Mathematics and Informatics | Princeton University",3,83280,18380,0.2207,25060,0.3009,0.521613832853026
AOS_2023_0249,AOS,https://openalex.org/W3190483674,The Annals of Statistics,article,2023,2023-06-01,51.0,3.0,Dispersal density estimation across scales,https://doi.org/10.1214/23-aos2290,1,57.46791999999999,Applied mathematics | Artificial intelligence | Computer science | Deconvolution | Density estimation | Econometrics | Estimator | Inference | Mathematical optimization | Mathematics | Physics | Point process | Population | Scale (ratio) | Statistical physics | Statistics,16,Economic and Environmental Valuation | Point processes and geometric inequalities | Statistical Methods and Bayesian Inference,3,Statistical Methods and Bayesian Inference,1,2,Marc Hoffmann | Mathias Trabs,https://openalex.org/A5072093269 | https://openalex.org/A5003419029,Centre de Recherche en Mathématiques de la Décision | Karlsruhe Institute of Technology | Université Paris Dauphine-PSL,3,460965,111131,0.2411,96531,0.2094,0.45049407221806426
AOS_2023_0251,AOS,https://openalex.org/W4380490516,The Annals of Statistics,article,2023,2023-04-01,51.0,2.0,Inference on the maximal rank of time-varying covariance matrices using high-frequency data,https://doi.org/10.1214/23-aos2273,1,61.035451,Applied mathematics | Combinatorics | Covariance | Covariance function | Covariance matrix | Eigenvalues and eigenvectors | Mathematics | Rank (graph theory) | Statistical hypothesis testing | Statistics,10,Financial Risk and Volatility Modeling | Random Matrices and Applications | Statistical Methods and Inference,3,Random Matrices and Applications,1,2,Markus Reiß | Lars Winkelmann,https://openalex.org/A5103548289 | https://openalex.org/A5049175429,"Berlin School of Economics and Law | Czech Academy of Sciences, Institute of Mathematics | Freie Universität Berlin | Humboldt-Universität zu Berlin",4,141309,76114,0.5386,41981,0.2971,0.8357217162388807
AOS_2026_0252,AOS,https://openalex.org/W4386737888,The Annals of Statistics,preprint,2026,2026-02-01,54.0,1.0,Confounder selection via iterative graph expansion,https://doi.org/10.1214/25-aos2577,1,0.254777,Algorithm | Causal structure | Computer science | Confounding | Covariate | Directed acyclic graph | Graph | Machine learning | Mathematics | Observational study | Selection (genetic algorithm) | Set (abstract data type) | Statistics | Theoretical computer science,14,"Advanced Causal Inference Techniques | Health Systems, Economic Evaluations, Quality of Life | Statistical Methods in Clinical Trials",3,Advanced Causal Inference Techniques,1,2,F. Richard Guo | Qingyuan Zhao,https://openalex.org/A5080458405 | https://openalex.org/A5067417184,University of Cambridge | University of Michigan,2,181004,22803,0.126,34282,0.1894,0.31537977061280414
AOS_2024_0254,AOS,https://openalex.org/W4401499779,The Annals of Statistics,article,2024,2024-06-01,52.0,3.0,Change acceleration and detection,https://doi.org/10.1214/24-aos2382,1,70.37037000000001,Acceleration | Algorithm | Artificial intelligence | Change detection | Computation | Computer science | False alarm | Markov process | Mathematical optimization | Mathematics | Point (geometry) | Statistics | Stopping time,13,Advanced Statistical Process Monitoring | Statistical Methods and Inference | Statistical Methods in Clinical Trials,3,Advanced Statistical Process Monitoring,1,2,Yanglei Song | Georgios Fellouris,https://openalex.org/A5052665401 | https://openalex.org/A5031479602,Queen's University | University of Illinois Urbana-Champaign,2,220340,74707,0.3391,52191,0.2369,0.575919034219842
AOS_2024_0255,AOS,https://openalex.org/W4403142584,The Annals of Statistics,article,2024,2024-08-01,52.0,4.0,Efficient and multiply robust risk estimation under general forms of dataset shift,https://doi.org/10.1214/24-aos2422,1,73.472106,Artificial intelligence | Computer science | Econometrics | Engineering | Estimation | Mathematics,6,Advanced Statistical Methods and Models | Fault Detection and Control Systems | Statistical Methods and Inference,3,Statistical Methods and Inference,1,3,Hongxiang Qiu | Eric Tchetgen Tchetgen | Edgar Dobriban,https://openalex.org/A5003903160 | https://openalex.org/A5025342140 | https://openalex.org/A5031235093,Michigan State University | University of Pennsylvania,2,290611,110325,0.3796,232201,0.799,1.178640863559879
AOS_2023_0256,AOS,https://openalex.org/W3125675068,The Annals of Statistics,article,2023,2023-12-01,51.0,6.0,Testing nonparametric shape restrictions,https://doi.org/10.1214/23-aos2311,0,0.354001,Applied mathematics | Asymptotic analysis | Asymptotic distribution | Brownian motion | Class (philosophy) | Convexity | Distribution (mathematics) | Empirical distribution function | Mathematical analysis | Mathematics | Nonparametric statistics | Statistics | Transformation (genetics),13,Statistical Methods and Inference,1,Statistical Methods and Inference,1,2,Tatiana Komarova | Javier Hidalgo,https://openalex.org/A5017949829 | https://openalex.org/A5066001957,London School of Economics and Political Science | University of Manchester,2,214345,30593,0.1427,51875,0.242,0.3847442207655882
AOS_2025_0257,AOS,https://openalex.org/W3197443038,The Annals of Statistics,preprint,2025,2025-12-01,53.0,6.0,Kurtosis-based projection pursuit for matrix-valued data,https://doi.org/10.1214/25-aos2555,0,0.067518,Algorithm | Combinatorics | Consistency (knowledge bases) | Data Matrix | Discrete mathematics | Estimator | Gaussian | Kurtosis | Mathematics | Matrix (chemical analysis) | Projection (relational algebra) | Projection pursuit | Rank (graph theory) | Representation (politics) | Statistics,15,Blind Source Separation Techniques | Control Systems and Identification | Sparse and Compressive Sensing Techniques,3,Blind Source Separation Techniques,1,3,Una Radojičić | Klaus Nordhausen | Joni Virta,https://openalex.org/A5073072354 | https://openalex.org/A5073367627 | https://openalex.org/A5062244712,Institute of Mathematical Statistics | Numerical Method (China) | TU Wien | University of Helsinki | University of Turku,5,157626,71913,0.4562,31149,0.1976,0.6538388336949488
AOS_2026_0258,AOS,https://openalex.org/W3206696270,The Annals of Statistics,preprint,2026,2026-02-01,54.0,1.0,Near optimal sample complexity for matrix and tensor normal models via geodesic convexity,https://doi.org/10.1214/25-aos2539,0,0.0,Algorithm | Applied mathematics | Covariance | Covariance matrix | Estimator | Kronecker delta | Kronecker product | Mathematical optimization | Mathematics | Matrix (chemical analysis) | Minimax | Positive-definite matrix | Pure mathematics | Statistics | Tensor (intrinsic definition),15,Random Matrices and Applications | Sparse and Compressive Sensing Techniques | Tensor decomposition and applications,3,Tensor decomposition and applications,1,4,Cole Franks | Rafael Oliveira | Akshay Ramachandran | Michael Walter,https://openalex.org/A5047534281 | https://openalex.org/A5101874933 | https://openalex.org/A5020684035 | https://openalex.org/A5016087422,Laboratoire d'Informatique de Paris-Nord | Ludwig-Maximilians-Universität München | Massachusetts Institute of Technology | University of Amsterdam | University of British Columbia | University of Waterloo,6,299672,118265,0.3946,46335,0.1546,0.5492671988040257
AOS_2024_0259,AOS,https://openalex.org/W4225885255,The Annals of Statistics,preprint,2024,2024-10-01,52.0,5.0,Multivariate trend filtering for lattice data,https://doi.org/10.1214/24-aos2440,0,0.2040199999999999,Applied mathematics | Combinatorics | Extrapolation | Kronecker delta | Kronecker product | Mathematical analysis | Mathematics | Multivariate statistics | Orthant | Spline (mechanical) | Statistics | Univariate,12,Advanced Numerical Analysis Techniques,1,Advanced Numerical Analysis Techniques,1,4,Veeranjaneyulu Sadhanala | Yuxiang Wang | Addison J. Hu | Ryan J. Tibshirani,https://openalex.org/A5055343062 | https://openalex.org/A5100394393 | https://openalex.org/A5008295421 | https://openalex.org/A5076708141,Carnegie Mellon University | Google (United States),2,212662,51165,0.2406,39522,0.1858,0.42643725724388937
AOS_2023_0264,AOS,https://openalex.org/W4386035726,The Annals of Statistics,article,2023,2023-06-01,51.0,3.0,Optimal discriminant analysis in high-dimensional latent factor models,https://doi.org/10.1214/23-aos2289,0,27.870998000000004,Artificial intelligence | Classifier (UML) | Computer science | Dimension (graph theory) | Dimensionality reduction | Discriminant | Latent variable | Latent variable model | Linear discriminant analysis | Logarithm | Mathematical optimization | Mathematics | Minimax | Pattern recognition (psychology) | Principal component analysis | Sample size determination | Statistics,17,Bayesian Methods and Mixture Models | Gene expression and cancer classification | Statistical Methods and Inference,3,Gene expression and cancer classification,1,2,Xin Bing | Marten Wegkamp,https://openalex.org/A5050333855 | https://openalex.org/A5057473211,Cornell University | University of Toronto,2,237597,90838,0.3823,88811,0.3738,0.7561080316670665
AOS_2025_0265,AOS,https://openalex.org/W4387294313,The Annals of Statistics,preprint,2025,2025-10-01,53.0,5.0,Estimation and inference in distributional reinforcement learning,https://doi.org/10.1214/25-aos2527,0,0.1110569999999999,Bounded function | Combinatorics | Discrete mathematics | Gaussian | Gaussian process | Lipschitz continuity | Mathematical analysis | Mathematics | Measurable function | Physics | Space (punctuation),11,Advanced Bandit Algorithms Research | Adversarial Robustness in Machine Learning,2,Advanced Bandit Algorithms Research,1,5,Liangyu Zhang | Yang Peng | Jiadong Liang | Wenhao Yang | Zhihua Zhang,https://openalex.org/A5101891217 | https://openalex.org/A5104357270 | https://openalex.org/A5028747644 | https://openalex.org/A5101838606 | https://openalex.org/A5100393616,Department of Mathematical Sciences | King University | Peking University | Shanghai University of Finance and Economics,4,248490,127689,0.5139,69004,0.2777,0.7915529799991952
AOS_2023_0266,AOS,https://openalex.org/W4389818931,The Annals of Statistics,article,2023,2023-10-01,51.0,5.0,Robust high-dimensional tuning free multiple testing,https://doi.org/10.1214/23-aos2322,0,18.189356,Applied mathematics | Econometrics | Mathematics | Statistics,4,Advanced Statistical Process Monitoring | Statistical Methods and Inference | Statistical Methods in Clinical Trials,3,Statistical Methods in Clinical Trials,1,3,Jianqing Fan | Zhipeng Lou | Mengxin Yu,https://openalex.org/A5100664286 | https://openalex.org/A5013258402 | https://openalex.org/A5011103207,Princeton University | University of Pennsylvania | University of Pittsburgh,3,158023,73823,0.4672,50665,0.3206,0.7877840567512324
AOS_2024_0267,AOS,https://openalex.org/W4392591387,The Annals of Statistics,article,2024,2024-02-01,52.0,1.0,StarTrek: Combinatorial variable selection with false discovery rate control,https://doi.org/10.1214/23-aos2296,0,1.971567,Artificial intelligence | Biology | Computer science | Econometrics | False discovery rate | Feature selection | Mathematics | Multiple comparisons problem | Selection (genetic algorithm) | Statistics,10,Bayesian Modeling and Causal Inference | Machine Learning and Data Classification | Statistical Methods in Clinical Trials,3,Machine Learning and Data Classification,1,2,Lu Zhang | Junwei Lu,https://openalex.org/A5100388690 | https://openalex.org/A5005522616,Harvard University,1,346346,215340,0.6217,123529,0.3567,0.9784117616487559
AOS_2024_0268,AOS,https://openalex.org/W4392591509,The Annals of Statistics,article,2024,2024-02-01,52.0,1.0,"Estimation and inference for minimizer and minimum of convex functions: Optimality, adaptivity and uncertainty principles",https://doi.org/10.1214/24-aos2355,0,2.37546,Applied mathematics | Artificial intelligence | Bayesian inference | Bayesian probability | Computer science | Econometrics | Estimation | Frequentist inference | Inference | Mathematical optimization | Mathematics | Regular polygon | Statistical inference | Statistics,14,Advanced Control Systems Optimization | Advanced Statistical Process Monitoring | Simulation Techniques and Applications,3,Advanced Control Systems Optimization,1,3,Tommaso Cai | Ran Chen | Yuancheng Zhu,https://openalex.org/A5105471967 | https://openalex.org/A5103070776 | https://openalex.org/A5025303366,University of Pennsylvania,1,78724,4903,0.0623,9338,0.1186,0.18089782023271175
AOS_2024_0271,AOS,https://openalex.org/W4401499818,The Annals of Statistics,article,2024,2024-06-01,52.0,3.0,Sharp adaptive and pathwise stable similarity testing for scalar ergodic diffusions,https://doi.org/10.1214/24-aos2386,0,13.408373,A priori and a posteriori | Applied mathematics | Artificial intelligence | Brownian motion | Computer science | Diffusion process | Ergodic theory | Fractional Brownian motion | Geometry | Mathematical analysis | Mathematical optimization | Mathematics | Minimax | Noise (video) | Nonparametric statistics | Parametric statistics | Physics | Scalar (mathematics) | Semimartingale | Similarity (geometry) | Statistical physics | Statistics,22,Statistical Methods and Inference | Statistical Methods in Clinical Trials | Stochastic processes and financial applications,3,Statistical Methods and Inference,1,2,Johannes Brutsche | Angelika Rohde,https://openalex.org/A5022196673 | https://openalex.org/A5109225224,Mathematical Institute of the Slovak Academy of Sciences | University of Freiburg,2,1205448,753235,0.6249,522709,0.4336,1.0584811621903225
AOS_2024_0272,AOS,https://openalex.org/W4403142596,The Annals of Statistics,article,2024,2024-08-01,52.0,4.0,Majority vote for distributed differentially private sign selection,https://doi.org/10.1214/24-aos2411,0,14.663109999999998,Artificial intelligence | Computer science | Mathematics | Selection (genetic algorithm) | Sign (mathematics),5,Mobile Crowdsensing and Crowdsourcing | Privacy-Preserving Technologies in Data | Random Matrices and Applications,3,Privacy-Preserving Technologies in Data,1,4,Weidong Liu | Jiyuan Tu | Xiaojun Mao | Xi Chen,https://openalex.org/A5003355711 | https://openalex.org/A5102004277 | https://openalex.org/A5084376945 | https://openalex.org/A5100330044,New York University | Shanghai Jiao Tong University | Shanghai University of Finance and Economics,3,114294,34574,0.3025,20435,0.1788,0.4812938561954258
AOS_2024_0273,AOS,https://openalex.org/W4404603056,The Annals of Statistics,article,2024,2024-10-01,52.0,5.0,Quantile processes and their applications in finite populations,https://doi.org/10.1214/24-aos2432,0,21.060638,Computer science | Econometrics | Mathematics | Quantile | Statistics,5,Bayesian Methods and Mixture Models | Statistical Methods and Bayesian Inference | Statistical Methods and Inference,3,Statistical Methods and Inference,1,2,Anurag Dey | Probal Chaudhuri,https://openalex.org/A5041898286 | https://openalex.org/A5108536727,Indian Statistical Institute,1,248567,121519,0.4889,53858,0.2167,0.7055522253557391
